x_input,y_input,z_output
0.8,-0.85,1.2098671473041613e-06
0.8,-0.8,2.760772572037194e-06
0.8,-0.75,5.992511209807929e-06
0.8,-0.7,1.2372924261788221e-05
0.8,-0.65,2.430083125932942e-05
0.8,-0.6,4.5399929762484854e-05
0.8,-0.55,8.068160110066498e-05
0.8,-0.5,0.0001363889264820114
0.8,-0.45,0.0002193153301629189
0.8,-0.4,0.00033546262790251126
0.8,-0.35,0.000488095243523415
0.8,-0.3,0.0006755387751938437
0.8,-0.25,0.0008893675196051972
0.8,-0.2,0.0011137751478448013
0.8,-0.15,0.0013267804310269902
0.8,-0.1,0.001503439192977571
0.8,-0.05,0.0016205332779293052
0.8,0.0,0.0016615572731739324
0.8,0.05,0.0016205332779293052
0.8,0.1,0.001503439192977571
0.8,0.15,0.0013267804310269902
0.8,0.2,0.0011137751478448013
0.8,0.25,0.0008893675196051972
0.8,0.3,0.0006755387751938437
0.8,0.35,0.000488095243523415
0.8,0.4,0.00033546262790251126
0.8,0.45,0.0002193153301629189
0.8,0.5,0.0001363889264820114
0.8,0.55,8.068160110066498e-05
0.8,0.6,4.5399929762484854e-05
0.8,0.65,2.430083125932942e-05
0.8,0.7,1.2372924261788221e-05
0.8,0.75,5.992511209807929e-06
0.8,0.8,2.760772572037194e-06
0.8,0.85,1.2098671473041613e-06
0.8,0.9,5.043476625678872e-07
0.8,0.95,1.9998969434520053e-07
0.8,1.0,7.543458349844258e-08
0.85,-1.0,3.3058074131036594e-08
0.85,-0.95,8.764248219443636e-08
0.85,-0.9,2.2102279410515334e-07
0.85,-0.85,5.3020612018243e-07
0.85,-0.8,1.2098671473041613e-06
0.85,-0.75,2.626128104876308e-06
0.85,-0.7,5.422248370634163e-06
0.85,-0.65,1.0649474603824258e-05
0.85,-0.6,1.989583787737179e-05
0.85,-0.55,3.535750085041004e-05
0.85,-0.5,5.977040016914693e-05
0.85,-0.45,9.611165206139487e-05
0.85,-0.4,0.00014701146221112946
0.85,-0.35,0.00021390041536766186
0.85,-0.3,0.00029604473005685587
0.85,-0.25,0.00038975196825275513
0.85,-0.2,0.00048809524352341543
0.85,-0.15,0.0005814416121937567
0.85,-0.1,0.0006588596634060363
0.85,-0.05,0.0007101743888425503
0.85,0.0,0.0007281525390894617
0.85,0.05,0.0007101743888425503
0.85,0.1,0.0006588596634060363
0.85,0.15,0.0005814416121937567
0.85,0.2,0.00048809524352341543
0.85,0.25,0.00038975196825275513
0.85,0.3,0.00029604473005685587
0.85,0.35,0.00021390041536766186
0.85,0.4,0.00014701146221112946
0.85,0.45,9.611165206139487e-05
0.85,0.5,5.977040016914693e-05
0.85,0.55,3.535750085041004e-05
0.85,0.6,1.989583787737179e-05
0.85,0.65,1.0649474603824258e-05
0.85,0.7,5.422248370634163e-06
0.85,0.75,2.626128104876308e-06
0.85,0.8,1.2098671473041613e-06
0.85,0.85,5.3020612018243e-07
0.85,0.9,2.2102279410515334e-07
0.85,0.95,8.764248219443636e-08
0.85,1.0,3.3058074131036594e-08
0.9,-1.0,1.3780655548945766e-08
0.9,-0.95,3.653482213721058e-08
0.9,-0.9,9.213600834566135e-08
0.9,-0.85,2.2102279410515334e-07
0.9,-0.8,5.043476625678872e-07
0.9,-0.75,1.0947330657332297e-06
0.9,-0.7,2.2603294069810542e-06
0.9,-0.65,4.439361491865156e-06
0.9,-0.6,8.29381916075737e-06
0.9,-0.55,1.4739199215286483e-05
0.9,-0.5,2.4916009731503204e-05
0.9,-0.45,4.0065297392950994e-05
0.9,-0.4,6.128349505322202e-05
0.9,-0.35,8.916695916023522e-05
0.9,-0.3,0.00012340980408667956
0.9,-0.25,0.00016247279265951725
0.9,-0.2,0.00020346836901064417
0.9,-0.15,0.00024238092478421722
0.9,-0.1,0.00027465356997214254
0.9,-0.05,0.0002960447300568554
0.9,0.0,0.0003035391380788668
0.9,0.05,0.0002960447300568554
0.9,0.1,0.00027465356997214254
0.9,0.15,0.00024238092478421722
0.9,0.2,0.00020346836901064417
0.9,0.25,0.00016247279265951725
0.9,0.3,0.00012340980408667956
0.9,0.35,8.916695916023522e-05
0.9,0.4,6.128349505322202e-05
0.9,0.45,4.0065297392950994e-05
0.9,0.5,2.4916009731503204e-05
0.9,0.55,1.4739199215286483e-05
0.9,0.6,8.29381916075737e-06
0.9,0.65,4.439361491865156e-06
0.9,0.7,2.2603294069810542e-06
0.9,0.75,1.0947330657332297e-06
0.9,0.8,5.043476625678872e-07
0.9,0.85,2.2102279410515334e-07
0.9,0.9,9.213600834566135e-08
0.9,0.95,3.653482213721058e-08
0.9,1.0,1.3780655548945766e-08
0.95,-1.0,5.464462900607136e-09
0.95,-0.95,1.4487204867720565e-08
0.95,-0.9,3.653482213721058e-08
0.95,-0.85,8.764248219443636e-08
0.95,-0.8,1.9998969434520053e-07
0.95,-0.75,4.3409605606351544e-07
0.95,-0.7,8.962916273271371e-07
0.95,-0.65,1.7603463121561725e-06
0.95,-0.6,3.28875988136649e-06
0.95,-0.55,5.8445555808665665e-06
0.95,-0.5,9.879980696519308e-06
0.95,-0.45,1.5887149230888516e-05
0.95,-0.4,2.430083125932946e-05
0.95,-0.35,3.535750085041004e-05
0.95,-0.3,4.893586474225795e-05
0.95,-0.25,6.442556703435553e-05
0.95,-0.2,8.068160110066513e-05
0.95,-0.15,9.611165206139487e-05
0.95,-0.1,0.00010890876985506645
0.95,-0.05,0.00011739103691911818
0.95,0.0,0.00012036280516721338
0.95,0.05,0.00011739103691911818
0.95,0.1,0.00010890876985506645
0.95,0.15,9.611165206139487e-05
0.95,0.2,8.068160110066513e-05
0.95,0.25,6.442556703435553e-05
0.95,0.3,4.893586474225795e-05
0.95,0.35,3.535750085041004e-05
0.95,0.4,2.430083125932946e-05
0.95,0.45,1.5887149230888516e-05
0.95,0.5,9.879980696519308e-06
0.95,0.55,5.8445555808665665e-06
0.95,0.6,3.28875988136649e-06
0.95,0.65,1.7603463121561725e-06
0.95,0.7,8.962916273271371e-07
0.95,0.75,4.3409605606351544e-07
0.95,0.8,1.9998969434520053e-07
0.95,0.85,8.764248219443636e-08
0.95,0.9,3.653482213721058e-08
0.95,0.95,1.4487204867720565e-08
0.95,1.0,5.464462900607136e-09
1.0,-1.0,2.061153622438558e-09
1.0,-0.95,5.464462900607136e-09
1.0,-0.9,1.3780655548945766e-08
1.0,-0.85,3.3058074131036594e-08
1.0,-0.8,7.543458349844258e-08
1.0,-0.75,1.6373771305908126e-07
1.0,-0.7,3.380743483904743e-07
1.0,-0.65,6.639891685684094e-07
1.0,-0.6,1.2404950799567155e-06
1.0,-0.55,2.2045216750777485e-06
1.0,-0.5,3.726653172078671e-06
1.0,-0.45,5.992511209807929e-06
1.0,-0.4,9.166087736247602e-06
1.0,-0.35,1.3336578961877467e-05
1.0,-0.3,1.8458233995780558e-05
1.0,-0.25,2.430083125932946e-05
1.0,-0.2,3.0432483008403625e-05
1.0,-0.15,3.625258024588072e-05
1.0,-0.1,4.1079555225300724e-05
1.0,-0.05,4.4279001502741644e-05
1.0,0.0,4.5399929762484854e-05
1.0,0.05,4.4279001502741644e-05
1.0,0.1,4.1079555225300724e-05
1.0,0.15,3.625258024588072e-05
1.0,0.2,3.0432483008403625e-05
1.0,0.25,2.430083125932946e-05
1.0,0.3,1.8458233995780558e-05
1.0,0.35,1.3336578961877467e-05
1.0,0.4,9.166087736247602e-06
1.0,0.45,5.992511209807929e-06
1.0,0.5,3.726653172078671e-06
1.0,0.55,2.2045216750777485e-06
1.0,0.6,1.2404950799567155e-06
1.0,0.65,6.639891685684094e-07
1.0,0.7,3.380743483904743e-07
1.0,0.75,1.6373771305908126e-07
1.0,0.8,7.543458349844258e-08
1.0,0.85,3.3058074131036594e-08
1.0,0.9,1.3780655548945766e-08
1.0,0.95,5.464462900607136e-09
1.0,1.0,2.061153622438558e-09
